worker_id,monthly_income,monthly_income_2,income_volatility,platform_count,days_to_recover,surplus_ratio,stability_score,working_days,jobs_completed,avg_daily_income,income_growth_rate,expense_ratio,savings_amount,late_payment_count,work_consistency_score
5011,45929,76636,0.16,3,26,0.47,56.87,15,69,2114,-0.02,0.83,15759,2,87.84
5012,24982,14885,0.6,2,28,0.21,82.47,29,178,331,0.01,0.9,15547,0,76.78
5013,64154,76644,0.67,4,6,0.36,50.94,13,174,2552,0.06,0.56,3847,5,84.15
5014,74945,64423,0.39,1,19,0.64,17.29,17,44,2672,0.26,0.33,4069,7,39.51
5015,55213,13610,0.88,3,5,0.53,18.09,29,62,2440,0.25,0.56,7875,6,14.39
5016,48321,27315,0.39,2,23,0.71,84.02,27,162,1474,0.1,0.64,7361,0,47.22
5017,35726,61919,0.34,1,27,0.8,42.57,14,21,311,0.29,0.86,3664,3,79
5018,21206,63728,0.6,4,13,0.7,86.73,14,150,986,0.2,0.63,8282,7,48.79
5019,29466,44771,0.86,3,29,0.74,94.48,20,198,828,0.01,0.33,12928,2,74.47
5020,38870,60990,0.68,4,24,0.2,7.75,20,182,1403,0.13,0.73,10320,8,52.39
5021,23633,33721,0.13,1,14,0.37,97.78,26,102,705,-0.03,0.45,6573,0,43.84
5022,29373,62988,0.59,2,15,0.64,63.08,15,199,1718,0.13,0.64,5956,0,92.19
5023,48163,12762,0.64,1,16,0.33,47.66,11,179,2459,0.23,0.72,8046,5,41.74
5024,55548,59334,0.79,3,15,0.4,9.97,12,173,837,0.14,0.72,7942,9,89.29
5025,11457,52816,0.8,3,21,0.3,86.8,21,123,1481,-0.07,0.63,4907,0,51.07
5026,43428,49457,0.41,4,7,0.5,75.82,13,143,2598,0.29,0.51,1796,8,56.84
5027,29451,30958,0.32,1,23,0.78,14.5,20,61,2357,0.23,0.64,1007,5,59.15
5028,20940,28663,0.73,1,15,0.63,2.57,15,198,918,0.17,0.56,12640,8,66.9
5029,57827,16067,0.51,1,19,0.38,32.94,22,129,629,-0.04,0.57,16022,0,79.02
5030,44020,67413,0.89,2,11,0.19,12.76,19,60,1480,-0.04,0.69,4470,5,7.66
5031,28877,25848,0.55,4,14,0.21,94.48,23,113,2926,0.3,0.65,6937,0,57.76
5032,67567,67183,0.57,1,1,0.75,58.18,12,30,2411,0.24,0.63,11714,0,4.25
5033,31984,10716,0.46,1,24,0.34,29.23,13,197,2187,-0.01,0.78,17661,9,32.48
5034,53051,24005,0.22,4,9,0.77,11.79,18,89,1684,-0.08,0.52,6263,8,26.46
5035,70358,74204,0.2,2,1,0.2,57.6,21,36,2415,0.08,0.77,13860,0,95.19
5036,58170,23290,0.7,3,23,0.65,98.57,26,193,309,0.07,0.35,5495,0,31.66
5037,43206,46515,0.5,2,26,0.48,46.34,22,165,2441,0.22,0.8,12395,4,20.66
5038,74020,25799,0.64,1,6,0.17,49.25,22,177,1599,0.17,0.82,17628,0,18.15
5039,52157,44738,0.15,2,4,0.28,41.02,16,35,1710,0.28,0.42,9915,3,67.06
5040,30244,68027,0.49,3,4,0.54,52.01,27,92,355,0.16,0.8,16114,5,77.33
5041,40255,34685,0.43,4,8,0.44,60.59,22,137,2360,0.25,0.36,11779,5,43.97
5042,20663,69093,0.16,2,1,0.14,78.66,26,60,993,0.05,0.55,17133,8,90.75
5043,24138,48323,0.47,1,28,0.51,69.52,10,116,2832,0.18,0.3,12979,4,4.64
5044,79371,70431,0.67,4,17,0.37,0.82,25,154,2933,0.27,0.77,3377,9,61.27
5045,35782,77426,0.81,2,21,0.76,91.04,17,158,2255,0.05,0.47,12159,0,84.72
5046,72563,15310,0.58,1,1,0.33,33.44,13,46,2978,0.06,0.31,3009,9,91.1
5047,50790,35871,0.77,4,17,0.26,16.78,13,26,528,-0.06,0.78,10910,0,96.61
5048,17086,27764,0.44,1,10,0.44,36.8,16,152,2341,0.23,0.55,3742,2,42.73
5049,31354,21647,0.47,1,1,0.47,51.96,28,130,865,0.17,0.57,3101,4,72.12
5050,67579,14067,0.83,3,7,0.6,40.79,10,142,2491,-0.09,0.42,3069,7,95.42
5051,79333,25518,0.62,4,2,0.38,94.86,16,140,2917,0.13,0.44,3097,5,18.8
5052,55912,52665,0.27,1,11,0.47,24.57,25,125,1785,0.16,0.51,18287,4,66.92
5053,32895,10735,0.47,1,5,0.63,57.68,15,162,1384,0,0.4,3275,1,26.95
5054,27833,42739,0.71,3,12,0.12,11.87,11,192,1314,0.03,0.34,2122,2,51.94
5055,21567,64255,0.46,2,11,0.71,43.46,22,88,498,-0.09,0.67,13668,0,65.24
5056,75586,34415,0.61,3,3,0.57,8.53,26,91,1416,-0.05,0.49,1831,1,51.19
5057,50726,79816,0.56,4,8,0.1,3.71,25,45,511,0.3,0.34,14116,6,28.66
5058,49305,30383,0.69,1,23,0.13,84.44,24,128,1521,0.21,0.39,15085,1,9.86
5059,30688,48159,0.36,2,9,0.13,89.61,10,175,1756,0.26,0.85,3689,5,35.71
5060,10367,21704,0.3,3,8,0.66,11.31,29,160,2967,0.07,0.53,1131,6,69.59
5061,67790,50794,0.39,3,2,0.16,45.67,13,145,2843,0.21,0.76,12719,6,52.06
5062,18136,69992,0.59,3,15,0.45,1.19,17,196,1771,0.06,0.68,3551,3,25.54
5063,34421,46952,0.64,4,13,0.55,7.91,11,109,2335,-0.09,0.34,10308,4,53.18
5064,72136,47174,0.27,4,3,0.75,93.57,27,107,2783,0.05,0.66,13683,2,36.82
5065,27100,24651,0.68,2,24,0.11,82.91,10,115,1395,0.13,0.77,3666,9,24.76
5066,78044,52994,0.26,4,18,0.37,81.97,28,96,482,0.12,0.75,10011,0,1.17
5067,56911,17516,0.12,2,19,0.43,24.35,29,29,1537,0.27,0.66,18269,4,92
5068,72907,64149,0.12,2,5,0.66,15.79,28,31,1425,0.27,0.53,9941,4,11.57
5069,64602,59798,0.84,4,2,0.58,51.57,19,85,2295,-0.08,0.33,2596,2,32.37
5070,46385,78566,0.4,3,29,0.19,71.72,21,171,685,0,0.57,1913,8,95.47
5071,15889,66969,0.27,1,3,0.5,30.3,26,104,507,-0.07,0.83,1296,5,98.23
5072,24217,61539,0.71,2,26,0.29,58.38,14,94,884,0.19,0.71,1397,3,12.34
5073,18151,45477,0.82,1,18,0.11,86.16,29,24,2959,0.29,0.84,13681,1,86.72
5074,61502,56989,0.24,4,4,0.38,94.38,19,31,2364,0.27,0.41,4812,7,92
5075,28859,59907,0.73,4,15,0.75,71.86,15,142,1623,-0.03,0.53,12116,6,78.23
5076,77503,30438,0.65,4,21,0.14,58.83,21,36,2860,-0.04,0.56,8113,7,57.44
5077,65476,49688,0.6,3,9,0.55,9.64,10,37,2776,0.02,0.32,3422,1,58.44
5078,78967,48899,0.67,2,1,0.4,66.37,12,82,1498,0,0.3,17247,2,22.65
5079,72233,67767,0.24,3,24,0.79,66.21,13,132,1973,-0.09,0.68,4061,2,70.71
5080,78172,77603,0.54,3,20,0.21,88.67,13,35,1705,0.19,0.76,17634,9,29.51
5081,48239,28531,0.7,1,27,0.45,43.26,22,108,2959,-0.06,0.35,1390,6,33.65
5082,20392,51591,0.79,4,27,0.58,31.72,11,151,1853,0.06,0.37,19540,1,99.26
5083,64832,22154,0.76,1,6,0.62,0.34,19,22,2210,0.15,0.65,13149,7,17.72
5084,21233,28657,0.44,3,16,0.52,53.31,19,81,2113,0.15,0.33,7434,8,82.6
5085,62904,50639,0.6,3,4,0.76,1.03,14,161,904,-0.03,0.58,11632,9,83.84
5086,22632,16023,0.11,3,4,0.18,96.02,21,123,787,-0.01,0.77,6174,3,65.97
5087,58412,63345,0.21,4,18,0.33,58.61,15,37,737,0.23,0.44,9164,5,15.69
5088,32344,60884,0.31,1,25,0.14,55.79,27,33,997,0.27,0.84,1074,0,16.94
5089,65382,56534,0.69,3,6,0.71,92.03,14,158,552,0.27,0.36,10257,7,2.85
5090,37503,26762,0.56,1,29,0.43,37.3,14,187,859,0.13,0.86,7070,2,89.37
5091,37554,21427,0.23,2,14,0.55,40.98,17,154,2886,-0.01,0.64,2783,0,57.4
5092,34464,42799,0.44,3,12,0.62,63.84,26,73,2809,0.21,0.85,17339,1,1.71
5093,48667,42930,0.79,2,7,0.22,60.66,12,66,852,-0.02,0.33,2729,4,3.44
5094,65892,78942,0.28,1,29,0.32,27.76,15,170,1049,0.21,0.51,10101,7,11.71
5095,75565,36694,0.78,1,12,0.63,85.58,23,99,1507,0.25,0.65,11736,9,62.56
5096,58574,51249,0.32,1,3,0.7,18.35,11,55,1338,0.05,0.85,13663,4,52.63
5097,42826,55770,0.74,3,28,0.11,1.03,13,145,1931,0.19,0.56,15604,5,92.67
5098,20537,79690,0.17,2,19,0.62,87.85,24,96,2488,0.08,0.35,6685,5,0.95
5099,73197,75822,0.54,1,20,0.66,3.02,23,162,739,-0.07,0.87,15274,3,96.97
5100,54804,46849,0.62,4,11,0.34,57.37,13,131,1996,0.11,0.36,7874,8,89.22
5101,70818,47853,0.64,4,14,0.67,13.66,16,73,2156,-0.02,0.32,1101,6,32
5102,17776,70440,0.51,1,17,0.68,60.84,23,28,2731,-0.01,0.37,7441,0,81.24
5103,12701,42889,0.35,2,19,0.74,83.28,10,35,2075,-0.09,0.51,1366,7,65.33
5104,65915,39949,0.78,4,27,0.8,24.36,16,136,379,-0.1,0.4,8387,1,40.11
5105,32269,39626,0.52,2,18,0.55,91.02,13,92,2542,-0.04,0.44,14636,9,34.47
5106,48796,48935,0.44,1,20,0.56,45.4,26,126,2231,0.2,0.72,12427,6,12.09
5107,14556,54020,0.34,4,9,0.73,23.36,21,154,2728,0.03,0.77,16951,2,37.68
5108,24322,42642,0.15,1,7,0.15,86.52,17,95,2154,0.05,0.37,10997,3,97.76
5109,74722,33352,0.38,3,23,0.71,6.78,28,172,824,-0.07,0.89,16989,8,46.82
5110,71405,10470,0.84,1,10,0.32,67.89,17,93,2156,0.15,0.5,1514,7,3.49
5111,11774,31669,0.12,4,27,0.73,2.84,15,72,1964,-0.06,0.56,4911,4,83.36
5112,37002,44986,0.71,2,4,0.56,27.68,27,136,919,-0.08,0.43,1450,4,79.98
5113,51221,52738,0.16,3,21,0.41,31.05,25,190,1106,0.15,0.58,4381,9,71.97
5114,51803,71509,0.59,1,6,0.49,74.66,28,158,708,0.27,0.58,5776,4,62.17
5115,33027,65865,0.4,3,15,0.35,89.58,13,188,2485,-0.03,0.68,16297,4,51.37
5116,30381,59704,0.26,2,23,0.71,97.19,11,62,863,0.22,0.75,4966,8,37.53
5117,78979,57963,0.3,2,29,0.51,40.38,20,71,1638,0.02,0.56,4044,1,77.33
5118,31758,23428,0.4,3,18,0.48,78.51,25,169,528,-0.08,0.35,16884,9,74.18
5119,78196,36809,0.73,4,5,0.34,14.17,24,194,1853,0.06,0.46,1687,6,15.07
5120,75600,46401,0.37,3,13,0.31,89,13,141,2828,0.2,0.31,16187,7,16.14
5121,37443,14629,0.86,3,3,0.4,0.14,18,77,690,-0.09,0.51,7726,8,52.72
5122,66314,70583,0.69,2,24,0.77,26.23,19,187,320,0.07,0.87,12853,4,71.56
5123,27862,48920,0.39,2,15,0.42,94.99,24,120,1993,-0.09,0.46,1575,7,58.63
5124,23474,48353,0.51,4,2,0.29,58.59,17,67,581,0.06,0.55,6350,0,16.43
5125,27860,28912,0.34,3,26,0.46,3.26,29,104,1270,-0.05,0.81,8881,4,31.39
5126,50539,32849,0.32,1,7,0.26,52.93,23,173,2725,0.23,0.38,15045,0,21.41
5127,12898,42748,0.35,4,15,0.13,41.44,14,158,2100,-0.06,0.31,3420,4,98.08
5128,24187,33550,0.24,1,14,0.73,83.98,26,185,2776,-0.01,0.85,11884,0,92.64
5129,13425,42171,0.3,3,6,0.44,47.03,17,39,1090,0.02,0.49,19091,9,17.08
5130,36776,72999,0.57,4,6,0.74,6.72,10,164,2196,0.04,0.49,8863,1,57.5
5131,63517,65947,0.88,2,28,0.72,25.47,19,130,2947,-0.09,0.45,1201,4,57.81
5132,63714,11610,0.38,2,23,0.55,43.34,15,22,2638,-0.02,0.78,3057,1,94.52
5133,27799,25172,0.39,3,25,0.43,33.39,25,64,2167,-0.05,0.59,2842,5,60.83
5134,27522,39112,0.12,1,6,0.27,76.74,26,46,2911,0.16,0.76,18145,0,47.32
5135,29824,63474,0.18,2,14,0.6,6.64,23,100,669,0.09,0.75,17463,9,29.87
5136,25320,24874,0.42,2,8,0.48,50.15,23,196,814,0.04,0.36,1453,8,56.92
5137,77817,46510,0.36,4,4,0.42,17.73,25,187,2066,0.24,0.85,2303,2,32.89
5138,25718,46874,0.19,2,15,0.4,60.89,24,173,589,0.19,0.83,5796,6,9.47
5139,59178,18620,0.72,2,1,0.66,41.17,22,189,1603,0.29,0.74,5785,2,64.25
5140,79638,41219,0.75,4,6,0.65,32.95,24,186,1875,0.2,0.36,7797,5,88.21
5141,52911,20597,0.11,3,24,0.65,80.79,14,186,2231,0.01,0.49,10129,5,41.2
5142,44614,67968,0.27,4,4,0.66,96.6,23,61,2075,0.14,0.35,6408,1,39.71
5143,65808,34413,0.8,3,25,0.62,65.47,17,29,1854,0.01,0.83,13470,2,94.26
5144,27241,63916,0.44,2,22,0.66,73.87,27,154,343,-0.04,0.61,8185,8,64.66
5145,69182,79199,0.76,2,29,0.76,38.63,16,140,2157,0.08,0.41,16654,3,10.68
5146,32122,72187,0.38,1,5,0.55,88.07,10,81,1499,-0.01,0.42,6769,3,11.65
5147,39945,61057,0.78,4,4,0.32,28.12,17,159,626,0.09,0.72,18160,8,57.27
5148,52316,27271,0.34,3,9,0.58,29.69,21,108,1937,0.1,0.57,13288,9,55.65
5149,19071,24855,0.41,2,13,0.42,82.63,20,183,2488,0.14,0.37,9781,6,65.43
5150,60239,75554,0.77,2,6,0.19,4.27,12,73,1190,0.03,0.38,10992,7,5.85
5151,52538,31252,0.48,1,29,0.5,11.55,22,145,982,-0.07,0.59,13045,6,69.91
5152,32612,31996,0.39,4,21,0.46,59.32,29,34,662,-0.02,0.78,18903,9,27.86
5153,33440,66400,0.56,4,11,0.22,95.14,22,140,1279,0.14,0.43,17418,2,75.01
5154,32566,23391,0.58,2,7,0.77,23.36,19,88,1661,0.15,0.67,2451,9,28.51
5155,63528,27798,0.74,2,21,0.77,77.23,10,171,635,0.22,0.31,14302,1,50.89
5156,74218,39933,0.76,1,12,0.23,10.24,11,31,1376,0.21,0.38,17764,4,56
5157,19461,27326,0.41,2,9,0.17,67.59,25,42,334,0.22,0.4,12503,3,67.94
5158,57652,26703,0.11,4,25,0.63,58.19,11,103,1768,0.24,0.88,3227,4,78.54
5159,63431,47588,0.3,1,2,0.52,72.81,11,84,1061,0.15,0.83,5456,4,32.41
5160,23178,11979,0.29,2,27,0.53,13.8,17,137,931,0.08,0.86,14848,4,89.41
5161,69978,65419,0.16,2,15,0.34,38.65,18,38,765,-0.01,0.38,3715,5,32.4
5162,37837,10943,0.63,3,23,0.6,33.7,26,186,2965,0.21,0.47,12696,0,58.07
5163,59219,46458,0.83,1,16,0.65,95.16,16,135,2848,0.17,0.71,19223,9,28.84
5164,29269,40318,0.19,3,19,0.63,60.25,10,98,1768,0.23,0.62,3626,3,32.87
5165,65260,37703,0.46,1,21,0.76,33.55,14,162,1334,0.19,0.34,17816,8,84.29
5166,43665,33429,0.19,2,9,0.5,93.45,14,55,1268,0.23,0.55,18836,9,51.48
5167,40004,56808,0.28,4,5,0.4,58.24,23,155,2876,0.27,0.76,1353,8,54.55
5168,37819,57961,0.11,1,22,0.8,67.02,10,39,2928,0.09,0.56,4292,7,71.73
5169,26128,62655,0.21,4,21,0.65,78.93,13,144,1957,0.27,0.7,4062,7,60.72
5170,72359,37933,0.73,3,4,0.66,57.76,28,183,601,0.16,0.53,14101,9,87.4
5171,38689,48163,0.28,2,6,0.43,26.76,25,105,621,0.18,0.38,5495,4,88.74
5172,17170,72261,0.84,4,27,0.6,6,28,87,967,0.11,0.89,18643,4,46.69
5173,30787,19983,0.75,4,15,0.75,35.72,17,81,1587,0.23,0.83,6527,1,92.05
5174,28988,16180,0.8,2,16,0.46,66.29,27,191,958,0.12,0.55,4555,6,34.51
5175,71246,69039,0.21,2,24,0.59,98.75,14,52,1417,-0.03,0.74,4575,8,2.34
5176,56236,76923,0.53,3,24,0.67,80.42,25,115,624,0,0.39,6344,3,94.19
5177,21504,47332,0.59,3,4,0.2,42.99,27,122,2464,-0.08,0.87,6522,6,54.67
5178,16089,75784,0.46,3,3,0.52,42.68,25,73,1697,-0.04,0.48,11980,2,20.73
5179,10370,74547,0.37,1,2,0.67,44.9,12,121,1113,-0.03,0.81,8138,2,75.74
5180,45012,16913,0.36,4,22,0.18,17.67,24,185,1612,0.2,0.44,15549,8,59.01
5181,41760,49079,0.79,4,11,0.38,18.08,23,82,2181,0.12,0.33,9913,7,56.79
5182,34018,27753,0.79,3,2,0.14,72.34,16,92,1540,0.14,0.51,10814,1,57.43
5183,51600,52919,0.13,2,24,0.77,17.14,26,93,2964,-0.1,0.45,2809,2,27.52
5184,52865,76612,0.47,3,14,0.71,28.18,22,164,2125,0.11,0.77,19151,8,67.98
5185,58449,23486,0.41,4,14,0.24,6.65,22,135,2431,-0.06,0.44,4591,2,57.97
5186,49959,52741,0.32,1,29,0.69,84.86,25,23,2631,0.1,0.8,7396,2,13.22
5187,10488,68851,0.84,2,17,0.78,10.22,12,149,2021,0.02,0.38,3058,0,76.49
5188,25103,12331,0.39,2,2,0.45,7.04,16,108,2988,0.02,0.78,8053,3,58.05
5189,60076,74533,0.38,2,22,0.3,58.94,17,123,596,0.05,0.4,10142,4,75.1
5190,37889,71323,0.67,1,12,0.43,27.5,26,188,1377,0.28,0.31,12114,1,9.38
5191,59119,16414,0.56,3,5,0.42,33.77,18,36,1204,0.27,0.64,11889,1,98.99
5192,59372,49583,0.15,1,28,0.38,60.08,14,105,1155,0,0.85,5098,9,47.97
5193,51622,25411,0.77,3,13,0.63,67.19,13,134,1651,0.07,0.32,2611,2,68.03
5194,27976,68541,0.61,2,12,0.68,59.89,27,49,2216,0.1,0.58,4415,8,29.81
5195,42639,19583,0.77,2,10,0.13,98.82,24,75,2919,-0.06,0.52,18697,8,88.36
5196,73701,37725,0.72,2,25,0.14,88.15,10,192,2569,0.11,0.76,12201,3,39.96
5197,49822,16220,0.32,2,4,0.8,93.78,13,58,1893,0.3,0.46,18452,9,0.7
5198,47048,76040,0.54,1,19,0.43,44.29,23,22,1782,0.19,0.71,3899,4,21.38
5199,78143,57133,0.87,1,6,0.42,85.72,14,28,1250,0.12,0.57,14969,1,36.15
5200,23493,36841,0.54,4,29,0.71,46.98,17,139,1016,0.07,0.64,8348,7,52.09
5201,46598,57092,0.18,3,6,0.7,65.19,20,144,1856,0.01,0.77,19809,8,83.86
5202,56811,29598,0.28,3,12,0.61,66.01,23,38,1870,0.01,0.32,14913,2,22.35
5203,67785,11530,0.16,1,10,0.69,85.79,24,142,1549,-0.04,0.67,17753,8,92.53
5204,19597,33870,0.18,3,6,0.43,96.22,24,100,2517,0.28,0.71,3600,3,10.01
5205,77926,26729,0.19,4,27,0.79,26.62,17,87,1137,0.21,0.35,11075,2,9.63
5206,68292,53400,0.52,2,1,0.3,0.84,25,69,325,0.21,0.41,5729,8,68.11
5207,60779,66720,0.49,4,1,0.29,53.74,22,75,775,0.05,0.74,1796,5,83.56
5208,46492,72213,0.26,2,26,0.75,97.95,16,43,928,0.04,0.89,2419,7,83.19
5209,53534,20960,0.86,3,26,0.42,48.15,19,101,1753,0.1,0.81,13609,3,29.79
5210,61776,28311,0.68,1,23,0.72,94.39,18,80,1239,-0.1,0.53,11913,9,53.47
5211,61325,25766,0.73,2,14,0.42,17.59,22,154,2281,-0.09,0.79,2974,3,90.19
5212,51772,60161,0.49,3,16,0.65,98.08,24,42,1931,-0.09,0.47,16047,7,45.04
5213,58157,45577,0.89,1,13,0.58,18.28,29,76,2155,0.12,0.54,10937,7,28.13
5214,21310,29410,0.79,4,13,0.27,0.76,22,121,837,0.01,0.4,8945,0,25.08
5215,56846,72830,0.11,3,28,0.5,67.69,17,67,1122,0.21,0.89,4402,6,44.52
5216,42018,39433,0.4,1,11,0.69,66.13,13,20,2128,-0.07,0.55,8818,2,61.37
5217,50152,59811,0.32,3,14,0.34,94.45,23,69,821,0.06,0.74,17849,0,39.36
5218,78302,21426,0.78,4,11,0.21,79.25,16,150,1695,-0.03,0.38,15889,1,42.38
5219,53406,72300,0.1,3,21,0.77,14.52,25,199,2870,-0.05,0.41,13364,5,30.74
5220,64987,60601,0.57,2,21,0.7,55.39,24,152,1374,0.26,0.33,5994,4,36.67
5221,44571,69368,0.26,1,1,0.22,85.66,21,62,1150,0.16,0.38,13338,7,35.18
5222,19061,25577,0.44,2,5,0.72,1.46,23,173,1698,0.03,0.51,11531,7,92.42
5223,75036,33993,0.67,1,13,0.75,40.81,17,36,2540,0.1,0.61,17713,9,26.85
5224,45001,56130,0.52,3,18,0.25,85.05,21,121,1652,0.22,0.53,2912,3,13.87
5225,51796,45705,0.75,2,17,0.62,79.77,12,64,2655,0.26,0.39,11980,4,49.77
5226,56840,67587,0.8,2,19,0.55,56.06,12,180,2950,0.27,0.78,9069,4,49.32
5227,34432,36978,0.63,4,24,0.23,44.08,17,142,434,-0.05,0.84,18671,6,49.35
5228,52191,15348,0.76,2,25,0.53,94.11,20,108,1913,-0.02,0.35,13217,7,38.91
5229,57356,38997,0.89,2,28,0.35,60.03,13,102,1733,0.19,0.68,18570,6,38.16
5230,35881,13391,0.86,1,27,0.43,98.7,25,90,437,0.15,0.85,9647,8,9.96
5231,60925,69642,0.48,1,26,0.12,18.25,12,191,1173,0.18,0.4,17268,3,90.14
5232,35482,73032,0.7,2,9,0.35,52.42,11,194,1219,0.24,0.47,13507,9,52.7
5233,29862,78069,0.16,3,9,0.73,32.82,27,63,370,0.08,0.45,5732,8,50.08
5234,59573,65584,0.36,1,10,0.5,3.04,14,158,1315,-0.04,0.47,10697,0,48.84
5235,60068,47244,0.82,2,1,0.76,73.11,14,156,582,-0.07,0.41,6740,4,17.7
5236,62895,12754,0.23,4,6,0.11,6.01,26,56,1087,0.24,0.44,3356,0,82.06
5237,25646,63023,0.58,2,17,0.35,81.41,23,25,2854,0.18,0.38,17184,9,55.83
5238,47679,47321,0.24,3,2,0.23,70.34,21,189,2323,0.22,0.81,16358,6,43.19
5239,18198,18555,0.14,3,7,0.71,72.11,19,168,1930,0.24,0.38,16867,9,63.16
5240,13960,64464,0.76,2,4,0.37,83.98,21,130,2857,0.13,0.51,6590,9,2.58
5241,16006,55823,0.25,2,12,0.28,89.74,23,80,1488,0.21,0.49,10111,7,37.15
5242,52880,28173,0.7,4,10,0.28,23.04,27,101,437,0.02,0.41,1849,8,66.12
5243,73726,33296,0.84,4,18,0.73,65.13,24,172,1770,0.11,0.58,12157,6,56.75
5244,66060,21797,0.11,2,13,0.18,93.93,20,183,1410,0.17,0.73,13507,6,75.56
5245,66894,27180,0.61,1,22,0.4,88.96,26,73,434,0.09,0.52,18037,6,51.48
5246,11870,74442,0.52,2,23,0.73,59.47,25,156,447,0.04,0.39,8862,0,13.4
5247,29002,46583,0.31,4,22,0.11,51.56,25,90,2336,0.08,0.41,4057,8,0.09
5248,25481,75105,0.57,1,9,0.69,82.55,29,103,1507,0.16,0.49,5777,3,63.9
5249,27143,26958,0.51,3,13,0.74,11.27,29,95,871,-0.06,0.57,14956,7,21.57
5250,18918,45109,0.39,4,1,0.7,69.3,16,188,1030,0.15,0.37,19032,6,78.97
5251,75612,47262,0.4,3,1,0.49,12.09,24,115,2449,0.16,0.4,17092,4,61.59
5252,22274,70268,0.85,1,12,0.11,1.13,24,175,2012,0.12,0.38,2561,8,42.17
5253,12581,57001,0.3,1,9,0.4,46.9,15,48,1662,-0.07,0.5,18137,0,75.4
5254,32953,77004,0.27,1,2,0.71,25,10,153,972,0.14,0.46,19202,6,80.86
5255,45614,10062,0.22,2,27,0.65,39.96,11,164,2442,-0.07,0.44,8483,4,16.13
5256,58533,69934,0.73,4,13,0.59,35.26,12,26,833,0.17,0.84,1634,6,46.63
5257,65553,25820,0.68,2,14,0.54,66.54,17,91,2849,0.19,0.52,13341,6,23.67
5258,34859,30103,0.56,1,12,0.49,32.1,19,169,2880,0.08,0.37,19170,6,31.72
5259,79249,26769,0.25,1,14,0.75,39.89,25,38,2830,0.03,0.69,14649,5,66.78
5260,58561,45518,0.4,1,6,0.76,55.98,27,99,2005,-0.09,0.34,18315,1,49.9
5261,45834,13824,0.42,1,15,0.29,16.23,19,136,709,0.19,0.43,5890,3,19.64
5262,22720,31138,0.48,1,16,0.48,9.7,26,88,673,-0.09,0.65,14525,6,85.81
5263,61686,73586,0.25,2,23,0.49,15.09,25,167,1826,-0.02,0.85,15278,0,3.22
5264,65558,39207,0.15,2,3,0.54,21.12,25,144,1556,0.06,0.55,7230,2,25.85
5265,21569,56970,0.48,4,3,0.53,14.42,12,115,2540,0.23,0.87,10116,7,75.43
5266,18078,47771,0.65,2,2,0.36,95.02,24,141,833,0.22,0.83,12953,9,43.86
5267,66519,73746,0.3,4,17,0.35,95.22,12,166,2139,-0.09,0.44,17086,4,1.04
5268,15595,27347,0.81,3,26,0.42,63.95,13,190,2578,0.27,0.86,17050,8,69.2
5269,25369,76998,0.75,3,7,0.18,67.4,12,42,814,-0.01,0.49,7609,9,53.56
5270,43699,50035,0.15,4,18,0.72,51.25,25,111,804,0.08,0.81,12681,1,36.16
5271,26007,30090,0.34,2,12,0.69,63.33,10,153,1253,0.28,0.75,16635,5,22.09
5272,71821,26646,0.68,4,29,0.7,63.27,20,42,1699,0.26,0.8,10507,8,40.11
5273,32995,71666,0.8,1,9,0.71,35.19,19,147,797,0,0.33,14465,0,24.41
5274,59922,15250,0.64,2,14,0.79,76.19,21,179,1953,0.12,0.36,3869,8,28.44
5275,52562,52114,0.63,2,13,0.26,44.58,13,177,1552,0.02,0.74,17739,5,81.17
5276,22477,72917,0.16,3,12,0.14,89.95,14,194,1493,0.1,0.46,6374,1,61.58
5277,39546,23010,0.56,1,4,0.18,55.73,23,38,1849,0.28,0.77,19869,6,77.86
5278,41128,38307,0.75,3,3,0.32,69.45,10,178,372,0.11,0.71,2822,5,40.46
5279,70755,63009,0.3,1,15,0.73,76.55,27,38,909,0.13,0.66,1627,6,42.92
5280,49536,45971,0.87,1,15,0.36,92.66,12,178,1090,0.18,0.51,18668,9,70.04
5281,24706,44950,0.61,2,18,0.25,76.66,24,160,1794,-0.03,0.54,16289,6,68.05
5282,55122,49961,0.56,1,27,0.29,95.79,15,157,1865,0.23,0.59,11979,8,19.15
5283,30031,13623,0.42,1,2,0.58,17.99,13,28,413,0.24,0.84,19992,1,40.97
5284,15904,12394,0.17,1,14,0.38,7.55,27,61,2397,-0.08,0.81,12970,1,34.95
5285,42369,50095,0.81,1,18,0.12,93.19,12,62,1615,0.14,0.76,6707,0,63.49
5286,53668,43599,0.81,2,2,0.76,46.99,27,150,957,0.3,0.37,18782,4,58.55
5287,26962,67877,0.5,2,17,0.55,70.52,17,89,2602,-0.02,0.84,3603,2,34.66
5288,77131,60627,0.21,3,11,0.57,79.19,23,45,2703,0.13,0.73,7141,7,94.64
5289,64605,53301,0.48,2,16,0.26,67.46,27,172,1054,0,0.47,8286,2,32.45
5290,50707,70578,0.45,2,29,0.64,66.72,29,41,1386,0,0.64,6534,1,32.2
5291,72898,12903,0.65,2,14,0.71,20.61,28,31,1974,0.23,0.74,9362,4,53.71
5292,46674,36395,0.61,3,14,0.77,32.22,12,28,2486,0.07,0.78,2911,4,2.63
5293,18555,62906,0.57,3,16,0.17,40.32,25,65,1195,0.22,0.57,17952,9,49.8
5294,12160,77167,0.56,1,16,0.33,74.77,24,165,2261,0.15,0.68,19495,5,46.91
